SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"RELIANCE","1,330.10","1,332.10","1,326.20","1,334.80","1,327.00","-","-7.8","-0.58","444211","59.01","1,611.80","1,249.80","2.06","-2.41"
"RVNL","233.39","233.39","231.20","233.38","232.03","-","-1.35","-0.58","311400","7.23","400.70","220.16","0.31","-30.67"
"GODREJCP","1,052.30","1,052.50","1,038.10","1,050.00","1,043.80","-","-6.2","-0.59","59982","6.27","1,309.00","967.05","-3.53","-11.47"
"VMM","108.72","108.99","108.05","108.72","108.07","-","-0.65","-0.6","293310","3.18","157.60","98.77","-8.48","-21.79"
"BHARTIARTL","1,955.00","1,959.00","1,941.20","1,959.90","1,947.40","-","-12.5","-0.64","229619","44.71","2,174.50","1,740.50","2.06","5.45"
"IREDA","119.80","119.98","118.77","119.80","119.03","-","-0.77","-0.64","536959","6.40","163.35","108.65","-5.22","-15.82"
"GMRAIRPORT","107.62","107.62","106.30","107.20","106.49","-","-0.71","-0.66","448741","4.80","115.64","84.11","-4.72","20.19"
"POWERGRID","271.50","271.55","269.60","271.60","269.75","-","-1.85","-0.68","564026","15.25","324.95","250.00","-4.06","-4.65"
"PAGEIND","40,270.00","40,270.00","39,500.00","39,900.00","39,630.00","-","-270","-0.68","1290","5.12","47,310.00","29,805.00","1.28","-11.07"
"IEX","126.49","126.85","125.72","127.10","126.17","-","-0.93","-0.73","238218","3.01","160.27","114.60","6.24","-7.93"
"ABCAPITAL","405.00","406.30","401.00","408.05","405.05","-","-3","-0.74","233900","9.45","430.70","267.00","-0.06","50.13"
"BLUESTARCO","1,514.00","1,514.00","1,498.10","1,514.00","1,502.70","-","-11.3","-0.75","43529","6.54","2,040.00","1,450.00","-8.9","-15.9"
"HDFCLIFE","540.00","541.00","534.25","540.00","535.95","-","-4.05","-0.75","118494","6.35","815.00","530.50","-4.88","-29.09"
"CANBK","132.40","132.55","130.82","131.95","130.95","-","-1","-0.76","2098447","27.60","162.89","103.55","2.46","22.3"
"ADANIPORTS","1,690.00","1,690.00","1,678.60","1,693.50","1,680.00","-","-13.5","-0.8","107177","18.04","1,891.10","1,290.50","-7.36","27.81"
"ICICIPRULI","501.05","504.35","495.20","501.05","496.95","-","-4.1","-0.82","58726","2.92","706.80","459.50","-1.82","-17.87"
"ICICIGI","1,639.00","1,641.70","1,622.30","1,639.00","1,625.00","-","-14","-0.85","31190","5.07","2,064.90","1,544.60","-10.25","-13.5"
"ANGELONE","292.00","294.00","288.50","292.00","289.50","-","-2.5","-0.86","350752","10.15","360.45","208.63","-15.62","-88.56"
"PATANJALI","357.50","357.80","353.65","357.50","354.40","-","-3.1","-0.87","495338","17.58","615.00","328.20","-13.61","-80.19"
"IOC","143.00","143.01","141.92","143.38","142.05","-","-1.33","-0.93","586472","8.35","188.96","130.22","3.18","2.48"
"BPCL","320.20","320.95","317.15","321.00","317.50","-","-3.5","-1.09","378251","12.04","391.65","266.60","3.63","0.49"
"PETRONET","280.60","280.60","276.15","280.60","277.55","-","-3.05","-1.09","83951","2.33","326.40","235.35","0.59","2.69"
"SWIGGY","280.75","281.45","276.85","280.75","277.70","-","-3.05","-1.09","968046","26.97","474.00","235.75","2.74","-27.04"
"AMBER","7,425.00","7,427.50","7,305.00","7,435.00","7,349.50","-","-85.5","-1.15","33054","24.29","8,974.00","5,400.50","-4.42","1.09"
"PGEL","630.75","630.75","610.60","630.65","623.00","-","-7.65","-1.21","602977","37.40","752.00","436.55","8.15","7.11"
"BANKINDIA","145.00","145.34","142.86","145.00","142.99","-","-2.01","-1.39","857469","12.34","178.36","109.30","0.07","31.07"
"LUPIN","2,360.00","2,362.80","2,317.90","2,363.50","2,320.80","-","-42.7","-1.81","212255","49.49","2,529.50","1,855.00","-5.32","23.23"
"RECLTD","366.30","366.30","358.30","367.00","359.55","-","-7.45","-2.03","1106121","39.81","390.50","304.05","4.28","-3.76"
"INDUSTOWER","374.00","376.00","370.75","386.00","375.85","-","3.85","1.03","698353","26.05","481.50","312.55","-4.96","16.07"
"INOXWIND","75.49","77.00","74.58","78.00","75.84","-","-2.16","-2.77","6361163","48.32","159.30","73.81","-5.58","-44.17"
"GVT&D","4,299.00","4,300.00","4,146.10","4,299.00","4,173.50","-","-125.5","-2.92","178688","74.89","5,650.00","2,523.20","-8.08","53.29"
"PFC","412.10","414.65","403.55","420.00","405.75","-","-14.25","-3.39","1418624","57.62","486.50","329.90","3.32","3.79"
"KAYNES","3,535.00","3,695.00","3,535.00","3,856.30","3,667.80","-","-188.5","-4.89","986110","357.44","7,705.00","2,995.00","15.59","-33.69"
